turn,budget,public_opinion,healthcare,infrastructure,employment,education,crime,event
0,100000000,46,77,56,68,62,5,"Greetings"
turn,budget,public_opinion,healthcare,infrastructure,employment,education,crime,event
0,100000000,46,77,56,68,62,5,"Build a Hospital"
turn,budget,public_opinion,healthcare,infrastructure,employment,education,crime,event
0,100000000,46,77,56,68,62,5,"Greetings"
